"","Date reported to Alberta Health","Number of lab tests","Cumulative number of lab tests","Number of cases","Cumulative number of cases","Currently hospitalized","Currently in ICU","count_hosp_covid_related","count_icu_covid_related","Cumulative number of deaths","Number of deaths","Number of variants of concern","Percent positivity"
"1",2020-03-06,60,511,0,0,0,0,NA,NA,0,0,0,5
"2",2020-03-07,281,792,1,2,0,0,NA,NA,0,0,0,0
"3",2020-03-08,454,1246,1,3,0,0,NA,NA,0,0,0,0
"4",2020-03-09,643,1889,4,7,1,0,NA,NA,0,0,0,1.71
"5",2020-03-10,784,2673,9,16,1,0,NA,NA,0,0,0,1.91
"6",2020-03-11,1334,4007,7,23,1,0,NA,NA,0,0,0,0.6
"7",2020-03-12,1147,5154,3,26,2,1,NA,NA,0,0,0,0.26
"8",2020-03-13,1587,6741,8,34,5,2,NA,NA,0,0,0,1.2
"9",2020-03-14,1555,8296,22,56,5,2,NA,NA,0,0,0,1.93
"10",2020-03-15,1834,10130,11,67,5,2,NA,NA,0,0,0,0.87
"11",2020-03-16,1485,11615,24,91,6,2,NA,NA,0,0,0,2.63
"12",2020-03-17,2083,13698,11,102,7,3,NA,NA,0,0,0,0.48
"13",2020-03-18,2878,16576,29,131,12,3,NA,NA,1,1,0,1.88
"14",2020-03-19,2869,19445,32,163,15,8,NA,NA,1,0,0,1.67
"15",2020-03-20,3593,23038,46,209,16,9,NA,NA,1,0,0,1.64
"16",2020-03-21,3507,26545,35,244,19,10,NA,NA,1,0,0,1.17
"17",2020-03-22,2854,29399,47,291,20,10,NA,NA,1,0,0,1.26
"18",2020-03-23,2728,32127,53,344,22,10,NA,NA,1,0,0,1.65
"19",2020-03-24,3143,35270,68,412,29,11,NA,NA,1,0,0,1.81
"20",2020-03-25,1645,36915,63,475,33,11,NA,NA,1,0,0,3.65
"21",2020-03-26,1316,38231,51,526,34,11,NA,NA,1,0,0,2.74
"22",2020-03-27,3697,41928,85,611,35,13,NA,NA,1,0,0,2.41
"23",2020-03-28,2145,44073,54,665,38,14,NA,NA,1,0,0,2
"24",2020-03-29,1929,46002,34,699,40,15,NA,NA,5,4,0,0.98
"25",2020-03-30,2549,48551,40,739,42,17,NA,NA,10,5,0,1.18
"26",2020-03-31,4770,53321,132,871,42,18,NA,NA,11,1,0,2.56
"27",2020-04-01,3610,56931,108,979,41,20,NA,NA,12,1,0,2.3
"28",2020-04-02,4009,60940,122,1101,43,20,NA,NA,15,3,0,2.34
"29",2020-04-03,1723,62663,70,1171,45,19,NA,NA,18,3,0,2.44
"30",2020-04-04,1807,64470,60,1231,47,20,NA,NA,23,5,0,2.6
"31",2020-04-05,1185,65655,42,1273,44,20,NA,NA,25,2,0,3.21
"32",2020-04-06,941,66596,33,1306,45,18,NA,NA,28,3,0,2.66
"33",2020-04-07,1705,68301,53,1359,46,16,NA,NA,28,0,0,2.29
"34",2020-04-08,1288,69589,33,1392,49,16,NA,NA,32,4,0,2.17
"35",2020-04-09,2291,71880,45,1437,50,15,NA,NA,36,4,0,1.48
"36",2020-04-10,2851,74731,49,1486,52,15,NA,NA,40,4,0,1.4
"37",2020-04-11,2240,76971,65,1551,52,15,NA,NA,45,5,0,2.14
"38",2020-04-12,2305,79276,68,1619,50,15,NA,NA,45,0,0,2.52
"39",2020-04-13,2136,81412,68,1687,49,14,NA,NA,48,3,0,2.76
"40",2020-04-14,2572,83984,126,1813,48,15,NA,NA,48,0,0,4.67
"41",2020-04-15,3092,87076,133,1946,55,12,NA,NA,50,2,0,3.85
"42",2020-04-16,3099,90175,146,2092,58,13,NA,NA,50,0,0,4.94
"43",2020-04-17,5238,95413,213,2305,63,14,NA,NA,54,4,0,4.01
"44",2020-04-18,3800,99213,187,2492,56,16,NA,NA,57,3,0,4.79
"45",2020-04-19,4370,103583,201,2693,62,19,NA,NA,62,5,0,4.51
"46",2020-04-20,4009,107592,183,2876,62,18,NA,NA,66,4,0,4.71
"47",2020-04-21,4313,111905,264,3140,61,20,NA,NA,72,6,0,5.91
"48",2020-04-22,4057,115962,294,3434,64,19,NA,NA,75,3,0,7.2
"49",2020-04-23,4471,120433,340,3774,65,18,NA,NA,80,5,0,7.67
"50",2020-04-24,4531,124964,232,4006,70,21,NA,NA,80,0,0,5.16
"51",2020-04-25,4664,129628,222,4228,70,19,NA,NA,84,4,0,4.97
"52",2020-04-26,4301,133929,203,4431,75,21,NA,NA,88,4,0,4.49
"53",2020-04-27,3444,137373,178,4609,77,20,NA,NA,90,2,0,5.14
"54",2020-04-28,4362,141735,248,4857,79,23,NA,NA,94,4,0,5.89
"55",2020-04-29,5077,146812,231,5088,86,22,NA,NA,96,2,0,4.53
"56",2020-04-30,5035,151847,222,5310,89,22,NA,NA,100,4,0,4.37
"57",2020-05-01,2847,154694,141,5451,82,23,NA,NA,102,2,0,4.25
"58",2020-05-02,4970,159664,112,5563,83,19,NA,NA,104,2,0,2.25
"59",2020-05-03,3244,162908,70,5633,83,21,NA,NA,106,2,0,2.37
"60",2020-05-04,2557,165465,78,5711,82,21,NA,NA,107,1,0,2.89
"61",2020-05-05,3032,168497,62,5773,84,20,NA,NA,111,4,0,2.01
"62",2020-05-06,2882,171379,65,5838,79,19,NA,NA,112,1,0,2.22
"63",2020-05-07,4135,175514,87,5925,78,18,NA,NA,115,3,0,2.18
"64",2020-05-08,3781,179295,77,6002,73,16,NA,NA,115,0,0,2.17
"65",2020-05-09,4214,183509,85,6087,64,14,NA,NA,117,2,0,1.97
"66",2020-05-10,3260,186769,71,6158,65,12,NA,NA,118,1,0,2.18
"67",2020-05-11,2793,189562,47,6205,64,11,NA,NA,121,3,0,1.75
"68",2020-05-12,3756,193318,70,6275,65,11,NA,NA,124,3,0,1.86
"69",2020-05-13,4409,197727,62,6337,61,9,NA,NA,124,0,0,1.47
"70",2020-05-14,4767,202494,61,6398,57,9,NA,NA,125,1,0,1.26
"71",2020-05-15,4700,207194,73,6471,52,9,NA,NA,126,1,0,1.57
"72",2020-05-16,3986,211180,54,6525,50,8,NA,NA,128,2,0,1.4
"73",2020-05-17,3189,214369,46,6571,50,9,NA,NA,129,1,0,1.57
"74",2020-05-18,3230,217599,38,6609,50,9,NA,NA,131,2,0,1.24
"75",2020-05-19,2503,220102,43,6652,45,8,NA,NA,132,1,0,1.8
"76",2020-05-20,3277,223379,27,6679,44,7,NA,NA,136,4,0,0.92
"77",2020-05-21,3722,227101,30,6709,42,6,NA,NA,138,2,0,0.83
"78",2020-05-22,3823,230924,27,6736,39,6,NA,NA,138,0,0,0.86
"79",2020-05-23,3861,234785,32,6768,35,7,NA,NA,139,1,0,0.83
"80",2020-05-24,3234,238019,29,6797,33,6,NA,NA,139,0,0,0.87
"81",2020-05-25,2958,240977,13,6810,33,5,NA,NA,141,2,0,0.44
"82",2020-05-26,3056,244033,19,6829,33,5,NA,NA,143,2,0,0.65
"83",2020-05-27,3603,247636,27,6856,31,4,NA,NA,143,0,0,0.78
"84",2020-05-28,3903,251539,28,6884,32,4,NA,NA,143,0,0,0.74
"85",2020-05-29,3862,255401,30,6914,33,5,NA,NA,144,1,0,0.78
"86",2020-05-30,3364,258765,20,6934,27,6,NA,NA,144,0,0,0.62
"87",2020-05-31,3133,261898,34,6968,24,6,NA,NA,144,0,0,1.09
"88",2020-06-01,2734,264632,21,6989,24,6,NA,NA,145,1,0,0.77
"89",2020-06-02,4055,268687,19,7008,25,6,NA,NA,146,1,0,0.62
"90",2020-06-03,4781,273468,18,7026,20,6,NA,NA,147,1,0,0.38
"91",2020-06-04,5416,278884,19,7045,18,5,NA,NA,147,0,0,0.39
"92",2020-06-05,5604,284488,37,7082,18,5,NA,NA,148,1,0,0.75
"93",2020-06-06,5870,290358,23,7105,18,5,NA,NA,150,2,0,0.44
"94",2020-06-07,5490,295848,33,7138,20,5,NA,NA,150,0,0,0.62
"95",2020-06-08,4976,300824,24,7162,19,5,NA,NA,151,1,0,0.52
"96",2020-06-09,5923,306747,38,7200,16,5,NA,NA,151,0,0,0.69
"97",2020-06-10,6850,313597,48,7248,16,4,NA,NA,151,0,0,0.73
"98",2020-06-11,8477,322074,43,7291,16,4,NA,NA,151,0,0,0.51
"99",2020-06-12,6183,328257,27,7318,20,5,NA,NA,151,0,0,0.44
"100",2020-06-13,7665,335922,35,7353,18,5,NA,NA,151,0,0,0.52
"101",2020-06-14,7459,343381,53,7406,20,6,NA,NA,151,0,0,0.76
"102",2020-06-15,6366,349747,36,7442,25,6,NA,NA,151,0,0,0.58
"103",2020-06-16,6970,356717,45,7487,27,7,NA,NA,151,0,0,0.67
"104",2020-06-17,7821,364538,46,7533,28,7,NA,NA,152,1,0,0.64
"105",2020-06-18,9100,373638,46,7579,30,6,NA,NA,152,0,0,0.57
"106",2020-06-19,7399,381037,47,7626,30,6,NA,NA,152,0,0,0.65
"107",2020-06-20,8324,389361,30,7656,27,7,NA,NA,152,0,0,0.38
"108",2020-06-21,6895,396256,33,7689,28,6,NA,NA,153,1,0,0.51
"109",2020-06-22,6542,402798,41,7730,26,6,NA,NA,153,0,0,0.61
"110",2020-06-23,6518,409316,45,7775,28,7,NA,NA,153,0,0,0.81
"111",2020-06-24,6367,415683,25,7800,27,8,NA,NA,153,0,0,0.47
"112",2020-06-25,6634,422317,36,7836,30,8,NA,NA,154,1,0,0.57
"113",2020-06-26,6396,428713,66,7902,32,8,NA,NA,154,0,0,1.13
"114",2020-06-27,6509,435222,37,7939,32,8,NA,NA,154,0,0,0.61
"115",2020-06-28,6997,442219,68,8007,32,9,NA,NA,154,0,0,1.03
"116",2020-06-29,7199,449418,44,8051,32,9,NA,NA,154,0,0,0.64
"117",2020-06-30,6952,456370,33,8084,32,8,NA,NA,155,1,0,0.62
"118",2020-07-01,7675,464045,64,8148,30,8,NA,NA,155,0,0,0.86
"119",2020-07-02,6739,470784,55,8203,33,9,NA,NA,155,0,0,0.91
"120",2020-07-03,5960,476744,30,8233,38,8,NA,NA,155,0,0,0.55
"121",2020-07-04,5545,482289,48,8281,46,7,NA,NA,156,1,0,0.92
"122",2020-07-05,5602,487891,48,8329,46,6,NA,NA,156,0,0,1.09
"123",2020-07-06,6014,493905,49,8378,47,6,NA,NA,156,0,0,0.78
"124",2020-07-07,6268,500173,44,8422,47,7,NA,NA,158,2,0,0.78
"125",2020-07-08,6970,507143,43,8465,41,7,NA,NA,159,1,0,0.66
"126",2020-07-09,7804,514947,74,8539,41,9,NA,NA,162,3,0,0.96
"127",2020-07-10,7528,522475,62,8601,43,8,NA,NA,162,0,0,0.85
"128",2020-07-11,10003,532478,90,8691,44,11,NA,NA,162,0,0,1.01
"129",2020-07-12,7595,540073,78,8769,46,13,NA,NA,162,0,0,1.12
"130",2020-07-13,5809,545882,87,8856,56,13,NA,NA,163,1,0,1.62
"131",2020-07-14,6386,552268,85,8941,61,7,NA,NA,166,3,0,1.44
"132",2020-07-15,8225,560493,115,9056,64,8,NA,NA,166,0,0,1.62
"133",2020-07-16,6484,566977,103,9159,68,15,NA,NA,167,1,0,1.73
"134",2020-07-17,9719,576696,168,9327,75,16,NA,NA,167,0,0,1.89
"135",2020-07-18,6857,583553,102,9429,75,15,NA,NA,170,3,0,1.63
"136",2020-07-19,6961,590514,88,9517,76,17,NA,NA,171,1,0,1.39
"137",2020-07-20,7817,598331,131,9648,85,16,NA,NA,173,2,0,1.69
"138",2020-07-21,8156,606487,136,9784,92,18,NA,NA,175,2,0,1.77
"139",2020-07-22,8230,614717,113,9897,94,21,NA,NA,177,2,1,1.37
"140",2020-07-23,8741,623458,116,10013,90,21,NA,NA,179,2,0,1.4
"141",2020-07-24,10589,634047,117,10130,88,16,NA,NA,182,3,0,1.18
"142",2020-07-25,9855,643902,98,10228,78,16,NA,NA,184,2,0,1.07
"143",2020-07-26,7443,651345,89,10317,79,17,NA,NA,187,3,0,1.36
"144",2020-07-27,7910,659255,81,10398,79,15,NA,NA,190,3,0,1.13
"145",2020-07-28,8989,668244,131,10529,76,16,NA,NA,194,4,0,1.57
"146",2020-07-29,8674,676918,118,10647,77,17,NA,NA,195,1,0,1.43
"147",2020-07-30,8394,685312,124,10771,75,16,NA,NA,196,1,0,1.57
"148",2020-07-31,11514,696826,99,10870,75,17,NA,NA,200,4,0,1.01
"149",2020-08-01,9148,705974,67,10937,71,18,NA,NA,200,0,0,0.75
"150",2020-08-02,6934,712908,73,11010,72,17,NA,NA,200,0,0,1.1
"151",2020-08-03,7246,720154,64,11074,72,22,NA,NA,203,3,0,1.02
"152",2020-08-04,7203,727357,94,11168,65,21,NA,NA,204,1,0,1.36
"153",2020-08-05,7991,735348,61,11229,62,19,NA,NA,207,3,0,0.76
"154",2020-08-06,8561,743909,128,11357,55,18,NA,NA,209,2,0,1.55
"155",2020-08-07,8780,752689,111,11468,54,17,NA,NA,209,0,0,1.34
"156",2020-08-08,10167,762856,97,11565,54,18,NA,NA,214,5,0,0.97
"157",2020-08-09,7414,770270,45,11610,51,15,NA,NA,216,2,0,0.63
"158",2020-08-10,7061,777331,86,11696,49,15,NA,NA,218,2,0,1.39
"159",2020-08-11,8078,785409,116,11812,47,14,NA,NA,220,2,0,1.57
"160",2020-08-12,7752,793161,72,11884,49,13,NA,NA,222,2,0,1.02
"161",2020-08-13,8210,801371,81,11965,48,13,NA,NA,222,0,0,1.12
"162",2020-08-14,10890,812261,104,12069,46,13,NA,NA,222,0,0,0.99
"163",2020-08-15,8658,820919,83,12152,48,13,NA,NA,225,3,0,0.95
"164",2020-08-16,8693,829612,95,12247,50,11,NA,NA,226,1,0,1.13
"165",2020-08-17,8034,837646,85,12332,53,14,NA,NA,227,1,0,1.19
"166",2020-08-18,9037,846683,81,12413,52,15,NA,NA,228,1,0,1.01
"167",2020-08-19,9294,855977,101,12514,50,15,NA,NA,229,1,0,1.25
"168",2020-08-20,9870,865847,140,12654,44,12,NA,NA,229,0,0,1.45
"169",2020-08-21,10176,876023,88,12742,48,12,NA,NA,231,2,0,0.9
"170",2020-08-22,10096,886119,103,12845,47,10,NA,NA,232,1,0,1.05
"171",2020-08-23,8498,894617,70,12915,48,10,NA,NA,236,4,0,0.87
"172",2020-08-24,8446,903063,73,12988,48,8,NA,NA,236,0,0,0.96
"173",2020-08-25,9248,912311,125,13113,51,8,NA,NA,236,0,0,1.44
"174",2020-08-26,10103,922414,104,13217,53,8,NA,NA,237,1,0,1.17
"175",2020-08-27,10997,933411,153,13370,51,8,NA,NA,237,0,0,1.42
"176",2020-08-28,10222,943633,142,13512,47,9,NA,NA,237,0,0,1.44
"177",2020-08-29,11224,954857,181,13693,44,9,NA,NA,237,0,0,1.75
"178",2020-08-30,12265,967122,109,13802,49,11,NA,NA,238,1,0,1.02
"179",2020-08-31,9342,976464,152,13954,52,11,NA,NA,239,1,0,1.69
"180",2020-09-01,8305,984769,109,14063,53,10,NA,NA,240,1,0,1.38
"181",2020-09-02,9557,994326,132,14195,50,10,NA,NA,240,0,0,1.44
"182",2020-09-03,10721,1005047,157,14352,52,11,NA,NA,241,1,0,1.5
"183",2020-09-04,11395,1016442,169,14521,52,13,NA,NA,242,1,0,1.61
"184",2020-09-05,11374,1027816,168,14689,51,13,NA,NA,244,2,0,1.58
"185",2020-09-06,12100,1039916,134,14823,49,11,NA,NA,245,1,0,1.19
"186",2020-09-07,12570,1052486,147,14970,48,10,NA,NA,249,4,0,1.26
"187",2020-09-08,10507,1062993,97,15067,49,7,NA,NA,250,1,0,1
"188",2020-09-09,9716,1072709,113,15180,44,7,NA,NA,250,0,0,1.25
"189",2020-09-10,11983,1084692,116,15296,42,6,NA,NA,251,1,0,0.98
"190",2020-09-11,12763,1097455,115,15411,43,6,NA,NA,252,1,0,0.94
"191",2020-09-12,18920,1116375,166,15577,44,7,NA,NA,252,0,0,0.89
"192",2020-09-13,14459,1130834,137,15714,41,7,NA,NA,252,0,0,1
"193",2020-09-14,12992,1143826,123,15837,48,9,NA,NA,252,0,0,0.96
"194",2020-09-15,12546,1156372,170,16007,46,8,NA,NA,252,0,0,1.41
"195",2020-09-16,18136,1174508,182,16189,47,8,NA,NA,252,0,0,1.05
"196",2020-09-17,12707,1187215,125,16314,51,8,NA,NA,252,0,0,1.05
"197",2020-09-18,13830,1201045,137,16451,58,9,NA,NA,252,0,0,1.03
"198",2020-09-19,14062,1215107,120,16571,59,11,NA,NA,253,1,0,0.89
"199",2020-09-20,16262,1231369,152,16723,60,12,NA,NA,254,1,0,0.97
"200",2020-09-21,13500,1244869,156,16879,60,12,NA,NA,256,2,0,1.24
"201",2020-09-22,13663,1258532,128,17007,61,13,NA,NA,258,2,0,1
"202",2020-09-23,13663,1272195,129,17136,64,15,NA,NA,260,2,0,1.04
"203",2020-09-24,16685,1288880,124,17260,68,15,NA,NA,260,0,0,0.85
"204",2020-09-25,14630,1303510,175,17435,70,16,NA,NA,261,1,0,1.28
"205",2020-09-26,18583,1322093,155,17590,69,16,NA,NA,262,1,0,0.91
"206",2020-09-27,14135,1336228,121,17711,72,14,NA,NA,263,1,0,0.94
"207",2020-09-28,12583,1348811,127,17838,70,12,NA,NA,263,0,0,1.08
"208",2020-09-29,15567,1364378,175,18013,70,12,NA,NA,264,1,0,1.16
"209",2020-09-30,15243,1379621,154,18167,74,13,NA,NA,268,4,0,1.05
"210",2020-10-01,14111,1393732,147,18314,74,15,NA,NA,271,3,0,1.16
"211",2020-10-02,15888,1409620,222,18536,79,16,NA,NA,275,4,0,1.5
"212",2020-10-03,14894,1424514,195,18731,80,16,NA,NA,277,2,0,1.35
"213",2020-10-04,14479,1438993,213,18944,76,14,NA,NA,278,1,0,1.49
"214",2020-10-05,18042,1457035,206,19150,79,16,NA,NA,278,0,0,1.2
"215",2020-10-06,11770,1468805,243,19393,88,15,NA,NA,280,2,0,2.12
"216",2020-10-07,13980,1482785,218,19611,92,13,NA,NA,281,1,0,1.68
"217",2020-10-08,15356,1498141,186,19797,91,11,NA,NA,282,1,0,1.35
"218",2020-10-09,16199,1514340,258,20055,91,12,NA,NA,283,1,0,1.67
"219",2020-10-10,13888,1528228,250,20305,98,14,NA,NA,284,1,0,1.93
"220",2020-10-11,16677,1544905,241,20546,101,16,NA,NA,285,1,0,1.57
"221",2020-10-12,11474,1556379,221,20767,103,13,NA,NA,285,0,0,2.03
"222",2020-10-13,14901,1571280,242,21009,104,14,NA,NA,287,2,0,1.7
"223",2020-10-14,12795,1584075,242,21251,108,15,NA,NA,287,0,0,2.01
"224",2020-10-15,14179,1598254,319,21570,118,10,NA,NA,288,1,0,2.36
"225",2020-10-16,16032,1614286,307,21877,118,12,NA,NA,289,1,0,2.01
"226",2020-10-17,12565,1626851,225,22102,123,13,NA,NA,289,0,0,1.85
"227",2020-10-18,13598,1640449,370,22472,121,16,NA,NA,291,2,0,2.89
"228",2020-10-19,13019,1653468,324,22796,120,15,NA,NA,293,2,0,2.63
"229",2020-10-20,14955,1668423,392,23188,114,15,NA,NA,295,2,0,2.88
"230",2020-10-21,14333,1682756,436,23624,108,17,NA,NA,297,2,0,3.18
"231",2020-10-22,15549,1698305,441,24065,107,14,NA,NA,301,4,0,2.89
"232",2020-10-23,16389,1714694,389,24454,106,15,NA,NA,304,3,0,2.5
"233",2020-10-24,17134,1731828,577,25031,108,17,NA,NA,306,2,0,3.54
"234",2020-10-25,12689,1744517,499,25530,110,16,NA,NA,307,1,0,4.12
"235",2020-10-26,9649,1754166,416,25946,117,16,NA,NA,309,2,0,4.57
"236",2020-10-27,10962,1765128,407,26353,122,20,NA,NA,314,5,0,3.94
"237",2020-10-28,12858,1777986,479,26832,131,18,NA,NA,320,6,0,3.94
"238",2020-10-29,13649,1791635,614,27446,141,25,NA,NA,323,3,0,4.83
"239",2020-10-30,13827,1805462,588,28034,136,24,NA,NA,326,3,0,4.39
"240",2020-10-31,13203,1818665,524,28558,142,24,NA,NA,333,7,0,4.17
"241",2020-11-01,11638,1830303,605,29163,152,28,NA,NA,338,5,0,5.34
"242",2020-11-02,8970,1839273,571,29734,154,28,NA,NA,341,3,0,6.61
"243",2020-11-03,11167,1850440,537,30271,158,32,NA,NA,350,9,0,5.05
"244",2020-11-04,14099,1864539,771,31042,159,32,NA,NA,354,4,0,5.74
"245",2020-11-05,14153,1878692,735,31777,171,32,NA,NA,361,7,0,5.48
"246",2020-11-06,15030,1893722,825,32602,179,33,NA,NA,368,7,0,5.89
"247",2020-11-07,12167,1905889,640,33242,184,35,NA,NA,373,5,0,5.59
"248",2020-11-08,11616,1917505,630,33872,192,38,NA,NA,383,10,0,5.72
"249",2020-11-09,9323,1926828,724,34596,207,42,NA,NA,389,6,0,8.22
"250",2020-11-10,12679,1939507,676,35272,216,44,NA,NA,397,8,0,5.76
"251",2020-11-11,14924,1954431,854,36126,224,50,NA,NA,400,3,0,5.98
"252",2020-11-12,14035,1968466,896,37022,246,53,NA,NA,407,7,0,6.93
"253",2020-11-13,14322,1982788,1017,38039,261,55,NA,NA,413,6,0,7.71
"254",2020-11-14,15603,1998391,981,39020,271,57,NA,NA,422,9,0,6.72
"255",2020-11-15,12217,2010608,852,39872,283,56,NA,NA,435,13,0,7.45
"256",2020-11-16,11539,2022147,765,40637,292,58,NA,NA,449,14,0,7
"257",2020-11-17,13453,2035600,729,41366,305,59,NA,NA,459,10,0,5.91
"258",2020-11-18,16471,2052071,1102,42468,322,61,NA,NA,466,7,0,7.24
"259",2020-11-19,17768,2069839,1140,43608,345,59,NA,NA,476,10,0,7.05
"260",2020-11-20,19342,2089181,1333,44941,355,58,NA,NA,484,8,0,7.45
"261",2020-11-21,19571,2108752,1562,46503,356,62,NA,NA,493,9,0,8.54
"262",2020-11-22,19567,2128319,1527,48030,364,65,NA,NA,504,11,0,8.33
"263",2020-11-23,13649,2141968,1120,49150,383,66,NA,NA,514,10,0,8.78
"264",2020-11-24,15715,2157683,1271,50421,397,74,NA,NA,524,10,0,8.53
"265",2020-11-25,16000,2173683,1084,51505,436,85,NA,NA,533,9,0,7.28
"266",2020-11-26,16355,2190038,1228,52733,448,86,NA,NA,545,12,0,7.92
"267",2020-11-27,21749,2211787,1714,54447,462,89,NA,NA,558,13,0,8.39
"268",2020-11-28,23384,2235171,1593,56040,477,94,NA,NA,567,9,0,7.32
"269",2020-11-29,20591,2255762,1709,57749,494,95,NA,NA,579,12,0,8.79
"270",2020-11-30,15884,2271646,1317,59066,520,102,NA,NA,595,16,0,8.82
"271",2020-12-01,18517,2290163,1695,60761,550,100,NA,NA,607,12,0,9.61
"272",2020-12-02,19698,2309861,1851,62612,565,101,NA,NA,625,18,0,9.81
"273",2020-12-03,17309,2327170,1794,64406,587,100,NA,NA,640,15,0,11.15
"274",2020-12-04,21186,2348356,1879,66285,601,103,NA,NA,666,26,0,9.47
"275",2020-12-05,23544,2371900,1828,68113,626,106,NA,NA,680,14,0,8.3
"276",2020-12-06,20472,2392372,1725,69838,654,113,NA,NA,699,19,0,9.02
"277",2020-12-07,19195,2411567,1794,71632,695,115,NA,NA,722,23,0,9.85
"278",2020-12-08,16894,2428461,1494,73126,708,128,NA,NA,735,13,0,9.48
"279",2020-12-09,16891,2445352,1596,74722,725,127,NA,NA,756,21,0,9.98
"280",2020-12-10,21106,2466458,1745,76467,727,127,NA,NA,775,19,0,8.93
"281",2020-12-11,20348,2486806,1597,78064,726,128,NA,NA,787,12,0,8.42
"282",2020-12-12,21833,2508639,1709,79773,705,136,NA,NA,812,25,0,8.35
"283",2020-12-13,20496,2529135,1865,81638,729,138,NA,NA,828,16,0,9.52
"284",2020-12-14,16468,2545603,1342,82980,761,135,NA,NA,848,20,0,8.9
"285",2020-12-15,17645,2563248,1287,84267,775,142,NA,NA,871,23,1,7.71
"286",2020-12-16,19960,2583208,1592,85859,785,140,NA,NA,895,24,0,8.46
"287",2020-12-17,19672,2602880,1461,87320,793,145,NA,NA,916,21,1,7.97
"288",2020-12-18,18664,2621544,1368,88688,791,154,NA,NA,944,28,0,7.93
"289",2020-12-19,18156,2639700,1306,89994,790,152,NA,NA,961,17,0,7.62
"290",2020-12-20,18499,2658199,1251,91245,811,153,NA,NA,974,13,0,7.37
"291",2020-12-21,14366,2672565,1052,92297,823,152,NA,NA,996,22,1,7.73
"292",2020-12-22,19445,2692010,1336,93633,837,144,NA,NA,1021,25,1,7.45
"293",2020-12-23,15747,2707757,1130,94763,853,150,NA,NA,1042,21,1,7.67
"294",2020-12-24,18182,2725939,1240,96003,849,151,NA,NA,1064,22,1,7.32
"295",2020-12-25,14406,2740345,904,96907,837,147,NA,NA,1092,28,0,6.68
"296",2020-12-26,7110,2747455,486,97393,847,141,NA,NA,1116,24,1,7.44
"297",2020-12-27,9892,2757347,955,98348,865,150,NA,NA,1143,27,0,10.35
"298",2020-12-28,11287,2768634,896,99244,881,154,NA,NA,1159,16,0,8.33
"299",2020-12-29,15059,2783693,1364,100608,904,152,NA,NA,1179,20,0,9.39
"300",2020-12-30,17143,2800836,1263,101871,906,144,NA,NA,1197,18,0,7.65
"301",2020-12-31,16684,2817520,1360,103231,893,141,NA,NA,1213,16,0,8.57
